,Comment,Emotion
4761,feel petty right,anger
4762,wake beautiful sunday morning feel restless miserable,fear
4763,feel generous entirety free consumption,joy
4764,feel distraught thankful weather improve much,fear
4765,still feel bit shake,fear
4766,feel like garbage day allergy glad not last minute cancel,joy
4767,feel bit stress feel like suppose something time read,anger
4768,drink cup coffee feel nervous weird,fear
4769,like pray decade whenever feel stressed scared,anger
4770,decide try zipline picnic grove since feel bit adventurous day,joy
4771,feel selfish enough start lovely scarf,anger
4772,still feel bit unsure bit convince still bit frustrated,fear
4773,feel combination slightly superior sit virtual event feel another day office,joy
4774,still feel vulnerable around,fear
4775,say page book feel torture really feel pain character,fear
4776,get bottom feeling berate feel dissatisfied,anger
4777,feel like fan see girl wimpy good guy,fear
4778,come review however entirely sure leave feel somewhat dissatisfied bit brasse not happen,anger
4779,feel pretty spot instance guess,joy
4780,feel pissed fact talented creative many other designer,anger
4781,feel bit insecure,fear
4782,feel clear joyful alive,joy
4783,sit tonight feel anxious,fear
4784,feel petrified future,fear
4785,feel super excited week seem fly get close close due date,joy
4786,feel distracted likewise attract thing let know thing can not let go wait,anger
4787,aware level unrest feel uncertain sit,fear
4788,feel apprehensive week probably one likely unavoidably show shortcoming runner,fear
4789,feel afraid live alone live far,fear
4790,feel truly successful brooklyn able latch problem go breast bottle back without skip beat,joy
4791,feel pretty grumpy point whatever reason see flower make happy,anger
4792,could not fall asleep feeling scared,fear
4793,wake sofa feeling extremely agitated around pm,fear
4794,begin feel startled little last week remember,fear
4795,really feel progress towards society fearless incrementally throw away seemingly rigid boundary like paranoia security one belonging href http www,joy
4796,feel offend book take idiot tv reality attitude,anger
4797,start feel angry need actually stop figure really feel deal life balanced way,anger
4798,feel quite excited get introduce new fabulous sponsor,joy
4799,really upset go away though understand must feel will not greedy pester,anger
4800,feel angry waste work side,anger
4801,feel impatient take pill,anger
4802,long feel effect ibs irritable bowel syndrome suffer year,anger
4803,feel law state suggestion optimistic beneficial employee specially wish rapidly ramadan say,joy
4804,feel like life rich fulfil know people look way live feel misplaced pity,joy
4805,feel terrified terrify people around situation involve,fear
4806,stand crowd talk recent addition crowd feel little shaky hihi training skill need maintain constant well,fear
4807,grapple guilt relative friend usually communicate would feel like ignore feel selfish still post burlesque blog update without like photo link,anger
4808,feel like carefree serious want,joy
4809,feel extremely content decision home educate,joy
4810,not know ever cheat look like cause know year appear life around time make feel mad,anger
4811,want feel value appreciate know people love not go anywhere even nature relationship change,joy
4812,always love job love work truly feel like back patient co worker lot good even week,joy
4813,understand may feel rude keep destroy house face,anger
4814,read feel need read make little grumpy,anger
4815,feel honoured become journalist blog dedicate amazing song contest eurovision,joy
4816,guess hear enough two month time hear comment honestly feel offended,anger
4817,long summer vacation like school summer still feeling relaxation carefree,joy
4818,feel like heartless kingdom heart really stock character bear without feeling watch enviously normal people laugh cry love feel thing,anger
4819,whip stuff station flee underbelly grand central desperate find subway map feel disgust upset frazzle meltdown,anger
4820,million untried get decide make list use random number generator feel indecisive,fear
4821,large parcel time feel reluctant write set kitchen timer minute write bell ring,fear
4822,hang leave feeling energized happy,joy
4823,good feel uncomfortable,fear
4824,try find way add sewing schedule without feel completely overwhelmed,fear
4825,get gut feeling paranoid,fear
4826,feel like least feel pressure write not want,fear
4827,feel native welcome other open arm heart back wonder cope,joy
4828,feel amuse hear neighbour use word muze instead mujhe hey kay become zay kay,joy
4829,feel like smart,joy
4830,really like good moral nice respectful like feel like still belong brad could not picture eric innocent,joy
4831,early today vote line get long not feeling uncomfortable another reason,fear
4832,feel resentful always put effort ever receive,anger
4833,still pay attention feel distracted,anger
4834,especially interested hear thought perspective read man woman feel respected live,joy
4835,leave feel slightly intimidate overwhelmed,fear
4836,feel apprehensive go back,fear
4837,feel extrememly bitchy today do something never do year life,anger
4838,good conversation good time together unlike feel like totally love good could care less stupid sophomore,joy
4839,feel helpless goal reach nothing achieve,fear
4840,tired feel fuck,anger
4841,notice worry push feel away replace thought something positive remind let go control,joy
4842,scared anymore fine feel terrific surgery,joy
4843,feel honoured,joy
4844,overwhelmed feel bless pray fear last time say happy birthday,joy
4845,still feel somewhat intimidate guess safe cautious fully aware ok,fear
4846,feel unsure footing,fear
4847,feel pretty terrified immature ready,fear
4848,pound feel fantastic shock discover go past year,joy
4849,feel selfish choice make beg not let love go away,anger
4850,feel compromise skeptical value every unit work put,fear
4851,feel like violent mother,anger
4852,feel insulted woman,anger
4853,think honestly feel bit vulnerable,fear
4854,know feel confused,fear
4855,really feel least talented person stage somehow god use talent glory,joy
4856,may feel generous normal really think lot team well draft good player good spot fill need,joy
4857,feel greedy care,anger
4858,feel like flying afraid go miss something,fear
4859,feel bit relieved,joy
4860,may trust partner look need relationship feel threaten not control situation obviously neither,fear
4861,talk elder ditlevsen day plan college thing guy way excited get back tell remember feel little nervous parent,fear
