,Comment,Emotion
11586,guess talk enough people realize feel intimidate meet other first time,fear
11587,feel incredibly relieved,joy
11588,progressively get do feel pretty confident get do hit close wire,joy
11589,great relationship feel blessed strong male figure life truly treat like princess,love
11590,jump saunter spa area feel pleased,joy
11591,feel restless otherwise know useless lazy take long break write,fear
11592,feel unfortunate take drastic measure post notice truly love post new work flickr interact new people world,sadness
11593,want bury hatchet even though would good interest simply feel apologize person insult would make feel like punk,anger
11594,lot miss information previous final communication go feel guy ever like advise afraid way want communicate tell,love
11595,feel relaxed sleep,joy
11596,really feel fantastic write list still every time read,joy
11597,wake feeling daze deep slumber convoluted sometimes exhaust dream bit like href http skdd,surprise
11598,sometimes feel quite isolated live regional area often think,sadness
11599,want feel awe astonishment amazing thing happen,joy
11600,want drown excitement hype inauguration still feel troubled america world right,sadness
11601,feel blame everything,sadness
11602,eye study feel pretty jade href http maturestudenthanginginthere,sadness
11603,massive identity always feel like take boring route,sadness
11604,work company make feel value even work miniscule feel though integral part operation,joy
11605,feel mellow move k,joy
11606,feel like useless dust bunny,sadness
11607,feel supportive encouraging,love
11608,end feel groggy rest day amp guilty not get anything do,sadness
11609,feel quit job hate class thumbnail width,sadness
11610,probably reason feel bit agitated,fear
11611,used around wee hour morning changele anyone feel sociable give call stop,joy
11612,feel drain mentally physically really need get back well spot,sadness
11613,would feel peaceful easygoing,joy
11614,get encouraging phone call day feel hopeful,joy
11615,feel unwelcome gary feel not move back,sadness
11616,think quit base need want other scar make people feel uncomfortable self injury make friend feel like offer enough support cutting something sad teenager,fear
11617,feel reluctant walk,fear
11618,feel like cabbage potato venison component rich stew pomegranate seed mean cut thick oiliness rest dish,joy
11619,feel profoundly bless finally good place life peace know would want husband able recognize quickly,joy
11620,not feel passionate post,joy
11621,feel glad able help other compassion listening gift lord def give,joy
11622,feel stress upcoming event drown feeling overwhelmed much need order get house back order long week ahead husband town,anger
11623,hate feel needy,sadness
11624,kali ni feel aku dah bertukar jadi boring benci,sadness
11625,feel helpless able help feel well good encourage think positively mom,fear
11626,feel frantic try remember breathe laugh,fear
11627,kinda feel ungrateful everyone always write friend never,sadness
11628,feel like lame wife,sadness
11629,know like top head much yesterday really bothersome still feel little mad,anger
11630,feel sense kenya openly interact support shiraishi instead happen pat shiraishi shoulder,joy
11631,feel joyful new beginning,joy
11632,feel sentimental reflective past day,sadness
11633,feel like hand kid say think cute,joy
11634,spare gear bike cope two puncture feel particularly paranoid race tyre already two puncture previous three time take train,fear
11635,find good article mediate feel threaten intimidate ex control life control ex child manipulate ex,fear
11636,feel submissive recently,sadness
11637,feel strongly condone violent method achieve political goal,anger
11638,feel carefree young amazing,joy
11639,could add input advice guidance make feel valuable,joy
11640,feel little uncertain structure revalidation portfolio,fear
11641,feel place relaxed informal,joy
11642,find time feel respect get point across something may make feel uncomfortable nice seem encourage thing keep happen,joy
11643,feel rush lack time jerry springer weather amp suddenly want put porn confused hey let enjoy fun fun fun without hun without block hype,anger
11644,feel discourage point,sadness
11645,truly feel portrayal jesus movie gratuitously violent,anger
11646,sleep couch floor still feeling shake offer gently,fear
11647,guess feel really melancholy sad people movie heavy use cello soundtrack make anything seem sad,sadness
11648,ill add not try time feel adapt pick technique quickly one thing amazed take long,surprise
11649,feel joy like faithful feel view glory holy place horror great darkness upon fearful dread hath overwhelm,joy
11650,feel really sad girlfriend even open communicate,sadness
11651,also feel curious read reading want depth understanding social constructivism also find unit give opportunity understand philosophy type constructivism,surprise
11652,try explain feel order think ungrateful bless child,sadness
11653,feel kind heartless,anger
11654,feel rich solomon,joy
11655,always feel bit personally assault,sadness
11656,feel afraid abandon,fear
11657,take leave feel even distressed,fear
11658,know feel distraught moody depend two put smile back face,fear
11659,feel glamorous feel capable confident tune mind,joy
11660,could not feel thing however kind bother not feel pop,anger
11661,suppose feel compassionate towards little girl feel like never exist,love
11662,really need money right feel like greedy nasty aunt want hand everything,anger
11663,think feel little rebellious get old like,anger
11664,need move past grief maybe even feel angry,anger
11665,feel like one child time precious,joy
11666,also feel though assumption rude soon inform marry next question follow kid,anger
11667,think much sit voice sound get food mouth feeling need make way around everyone rude,anger
11668,really feel affiliate marketing add delicious href http www,joy
